author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Stefano Bocconi, Joost Geurts, Jacco van Ossenbruggen",Implementing DISCourse-driven hypermedia Presentations,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-11,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Stefano Bocconi;Joost Geurts;Jacco van Ossenbruggen,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Wolfgang Woerndl, Michael Galla",Improving Trust and Privacy in the Semantic Web through Identity Management,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-26,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Wolfgang Woerndl;Michael Galla,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Gil Yolanda, Jim Blythe",Incremental Formalization of Document Annotations,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-14,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Gil Yolanda;Jim Blythe,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Ion Constantinescu, Boi Faltings",Integrating Directories and Service Composition,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-23,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Ion Constantinescu;Boi Faltings,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"James Hendler, Bijan Parsia, Evren Sirin",Lucy and Pete deal with Mom -- implementing the Scientific American Scenario,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-42,Proceedings of ISWC 2003 Poster and Demo,,,Demo Paper,,0,,0,James Hendler;Evren Sirin;Bijan Parsia,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Aleksandar Balaban, Aleksandar Balaban, Alexander Wahler, Bernhard Schreder, Rene Androsch, Klaus Niederacher",MIKSI:  A semantic and service oriented integration platform for cultural institutions,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-38,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Klaus Niederacher;Aleksandar Balaban;Alexander Wahler;Bernhard Schreder;Rene Androsch,5,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Yutaka Matsuo, Hironori Tomobe, Koiti Hasida, Mitsuru Ishizuka",Mining and Annotating Social Relationship,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-03,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Hironori Tomobe;Mitsuru Ishizuka;Yutaka Matsuo;Koiti Hasida,4,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Paul Buitelaar, Daniel Olejnik, Michael Sintek",OntoLT: A Protégé Plug-In for Ontology Extraction from Text,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-40,Proceedings of ISWC 2003 Poster and Demo,,,Demo Paper,,0,,0,Daniel Olejnik;Michael Sintek;Paul Buitelaar,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Dejing Dou, Drew McDermott, Peishen Qi",Ontology Translation:  Available Today,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-01,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Peishen Qi;Drew McDermott;Dejing Dou,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
Rob Lemmens,Ontology based chaining of distributed Geographic Information Systems,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-19,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Rob Lemmens,1,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Tim Finin, Anupam Joshi, Anugeetha Kunjithapatham, Mithun Sheshagiri, Yun Peng",Personal Agents on the Semantic Web,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-37,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Mithun Sheshagiri;Yun Peng;Anupam Joshi;Anugeetha Kunjithapatham;Tim Finin,5,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Kaoru Hiramatsu, Jun-ichi Akahani, Tetsuji Satoh",Querying Real World Services through the Semantic Web,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-43,Proceedings of ISWC 2003 Poster and Demo,,,Demo Paper,,0,,0,Tetsuji Satoh;Jun-ichi Akahani;Kaoru Hiramatsu,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Amarjeet Singh, Saikat Mukherjee, I.V. Ramakrishnan, Guizhen Yang, Zarana Shah",SEAN: A System for Semantic Annotation of Web Documents,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-48,Proceedings of ISWC 2003 Poster and Demo,,,Demo Paper,,0,,0,Guizhen Yang;Amarjeet Singh;I.V. Ramakrishnan;Saikat Mukherjee;Zarana Shah,5,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
James Starz,SEMAGEN:  A Semantic Markup Generation Framework,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-17,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,James Starz,1,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
Joachim Peer,Semantic Annotation and Matchmaking of Web Services,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-02,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Joachim Peer,1,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Luke McDowell, Oren Etzioni, Alon Halevy, Henry Levy",Semantic Email,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-32,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Oren Etzioni;Henry Levy;Luke McDowell;Alon Halevy,4,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Akira Sugiyama, Jun-ichi Akahani, Tetsuji Satoh",Semantic Phone:  A Semantic Web Application for Semantically Augmented Communication,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-08,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Tetsuji Satoh;Akira Sugiyama;Jun-ichi Akahani,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Khushraj Deepali, Tim Finin, Anupam Joshi",Semantic Tuple Spaces:  A Coordination Infrastructure in Mobile Environments,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-27,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Anupam Joshi;Tim Finin;Khushraj Deepali,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Domenico Beneventano, Sonia Bergamaschi, Daniele Montanari, Laura Ottaviani",Semantic Web Search Engines:  the SEWASIE approach,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-34,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Daniele Montanari;Laura Ottaviani;Sonia Bergamaschi;Domenico Beneventano,4,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Pablo Castells, Juan Luis Alonso, Cesar Carranza, Borja Foncillas, Ruben Lara, Mariano Rico",Semantic Web Technologies for Economic and Financial Information Management,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-06,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Mariano Rico;Ruben Lara;Borja Foncillas;Juan Luis Alonso;Pablo Castells;Cesar Carranza,6,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Dario Bonino, Fulvio Corno, Laura Farinetti",Semantic annotation and search at the document substructure level,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-28,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Dario Bonino;Laura Farinetti;Fulvio Corno,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Nobuyuki Igata, Hiroshi Tsuda, Yoshinori Katayama, FUmihiko Kozakura",Semantic groupware and its application to KnowWho using RDF,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-33,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Hiroshi Tsuda;Yoshinori Katayama;Nobuyuki Igata;FUmihiko Kozakura,4,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Mark Fox, Jingwei Huang",Static Knowledge Provinence,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-20,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Mark Fox;Jingwei Huang,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Kouji Kozaki, Yoshinobu Kitamura, Riichiro Mizoguchi",Systematization of Nanotechnology Knowledge Through Ontology Engineering,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-29,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Kouji Kozaki;Yoshinobu Kitamura;Riichiro Mizoguchi,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Varun Ratnakar, Gil Yolanda, Timothy Chklovski, John Lee",TRELLIS:  Supporting Decision Making via Argumentation in the Semantic Web,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-05,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Gil Yolanda;Timothy Chklovski;John Lee;Varun Ratnakar,4,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
Yannis Labrou and Ryusuke Masuoka,Task Computing,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-46,Proceedings of ISWC 2003 Poster and Demo,,,Demo Paper,,0,,0,Yannis Labrou and Ryusuke Masuoka,1,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Brian Kettler, James Starz, Terry Padgett, Gary Edwards",The Semantic Object Web,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-07,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,James Starz;Gary Edwards;Terry Padgett;Brian Kettler,4,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Gil Yolanda, Jihie Kim",Towards Interactive Composition of Semantic Web Services,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-21,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Gil Yolanda;Jihie Kim,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Emanuele Della Valle, Paolo Castagna and Maurizio Brioschi",Towards a Semantic Enterprise Information Portal,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-41,Proceedings of ISWC 2003 Poster and Demo,,,Demo Paper,,0,,0,Emanuele Della Valle;Paolo Castagna and Maurizio Brioschi,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Emanuele Della Valle, Paolo Castagna, Maurizio Brioschi",Towards a Semantic Enterprise Information Portal,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-30,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Maurizio Brioschi;Emanuele Della Valle;Paolo Castagna,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Natasha Noy, Michel Klein",Tracking Complex Changes During Ontology Evolution,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-22,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Michel Klein;Natasha Noy,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Peter Mika, Aldo Gangemi",Understanding the Semantic Web through Descriptions and Situations,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-15,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Aldo Gangemi;Peter Mika,2,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Fabiane Nardon, Lincoln Moura, Beatriz Leao",Using RDF and Deductive Databases for Knowledge Sharing in Healthcare,,2003,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2003/poster-demo-proceedings/paper-10,Proceedings of ISWC 2003 Poster and Demo,,,Poster Paper,,0,,0,Beatriz Leao;Fabiane Nardon;Lincoln Moura,3,http://iswc2003.semanticweb.org/pdf/ISWC2003Posters&Demos.pdf,1
"Lalana Kagal, Timothy W. Finin, Anupam Joshi",A Policy Based Approach to Security for the Semantic Web,402-418,2003,,http://dx.doi.org/10.1007/978-3-540-39718-2_26,http://data.semanticweb.org/conference/iswc/2003/proceedings,http://data.semanticweb.org/conference/iswc/2003/proceedings/paper-05,The Semantic Web - ISWC 2003,"Second International Semantic Web Conference, Sanibel Island, FL, USA, October 20-23, 2003, Proceedings",,"Security, Trust, and Privacy",,0,,0,Timothy W. Finin;Anupam Joshi;Lalana Kagal,3,http://dx.doi.org/10.1007/978-3-540-39718-2_26,1
