author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Vlad Tanasescu,Alessio Gugliotta,John Domingue,Rob Davies,Leticia Gutiérrez-Villarías,Mary Rowlatt,Marc Richardson and Sandra Stincic",A Semantic Web Services GIS Based Emergency Management Application,959-966,2006,http://iswc2006.semanticweb.org/items/swchallenge_tanasescu.pdf,http://dx.doi.org/10.1007/11926078_71,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-11,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings",,Semantic Web Challenge Paper,,0,,0,John Domingue;Marc Richardson;Leticia Gutiérrez-Villarías;Rob Davies;Mary Rowlatt;Vlad Tanasescu;Sandra Stincic;Alessio Gugliotta,8,"http://dx.doi.org/10.1007/11926078_71,http://iswc2006.semanticweb.org/items/swchallenge_tanasescu.pdf",2
"Marco Brambilla,Irene Celino,Stefano Ceri,Dario Cerizza,Emanuele Della Valle and Federico Michele Facca",A Software Engineering Approach to Design and Development of Semantic Web Service Applications,172-186,2006,http://iswc2006.semanticweb.org/items/Brambilla2006mz.pdf,http://dx.doi.org/10.1007/11926078_13,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-12,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","This paper presents a framework for designing and developing Semantic Web Service applications that spans over several enterprises by applying techniques, methodologies, and notations offered by other fields, namely Software engineering, Web engineering, and Business Process modeling. In particular, we propose to exploit existing standards for the specification of business processes (e.g., BPMN), for modeling the cross enterprise process, combined with powerful methodologies, tools and notations (e.g., WebML) borrowed from the Web engineering field for designing and developing semantically rich Web applications, with semi-automatic elicitation of semantic descriptions (i.e., WSMO Ontologies, Goals, Web Services and Mediators) from the design of the applications, with huge advantages in terms of efficiency of the design and reduction of the extra work necessary for semantically annotating the information the crosses the organizational boundaries.",Research Track Paper,,0,,0,Irene Celino;Emanuele Della Valle;Dario Cerizza;Federico Michele Facca;Marco Brambilla;Stefano Ceri,6,"http://dx.doi.org/10.1007/11926078_13,http://iswc2006.semanticweb.org/items/Brambilla2006mz.pdf",2
"Taowei David Wang,Bijan Parsia and James A. Hendler",A Survey of the Web Ontology Landscape,682-694,2006,http://iswc2006.semanticweb.org/items/Wang2006ly.pdf,http://dx.doi.org/10.1007/11926078_49,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-13,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","We survey nearly 1300 OWL ontologies and RDFS schemas. The collection of statistical data allows us to perform analysis and report some trends. Though most of the documents are syntactically OWL Full, very few stay in OWL Full when they are syntactically patched by adding type triples. We also report the frequency of occurrences of OWL language constructs and the shape of class hierarchies in the ontologies. Finally, we note that of the largest ontologies surveyed here, most do not exceed the description logic expressivity of \mathcalALC",Research Track Paper,,0,,0,Taowei David Wang;Bijan Parsia;James A. Hendler,3,"http://iswc2006.semanticweb.org/items/Wang2006ly.pdf,http://dx.doi.org/10.1007/11926078_49",2
"Amit P. Sheth,S. Agrawal,Jon Lathem,Nicole Oldham,H. Wingate,P. Yadav and K. Gallagher",Active Semantic Electronic Medical Record,913-926,2006,http://iswc2006.semanticweb.org/items/Oldham2006fk.pdf,http://dx.doi.org/10.1007/11926078_66,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-02,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","The healthcare industry is rapidly advancing towards the widespread use of electronic medical records systems to manage the increasingly large amount of patient data and reduce medical errors. In addition to patient data there is a large amount of data describing procedures, treatments, diagnoses, drugs, insurance plans, coverage, formularies and the relationships between these data sets. While practices have benefited from the use of EMRs, infusing these essential programs with rich domain knowledge and rules can greatly enhance their performance and ability to support clinical decisions. Active Semantic Electronic Medical Record (ASEMR) application discussed here uses Semantic Web technologies to reduce medical errors, improve physician efficiency with accurate completion of patient charts, improve patient safety and satisfaction in medical practice, and improve billing due to more accurate coding. This results in practice efficiency and growth by enabling physicians to see more patients with improved care. ASEMR has been deployed and in daily use for managing all patient records at the Athens Heart Center since December 2005. This showcases an application of Semantic Web in health care, especially small clinics.",Semantic Web In Use Track Paper,,0,,0,P. Yadav;Jon Lathem;H. Wingate;K. Gallagher;Amit P. Sheth;S. Agrawal;Nicole Oldham,7,"http://iswc2006.semanticweb.org/items/Oldham2006fk.pdf,http://dx.doi.org/10.1007/11926078_66",2
"Melanie Aurnhammer,Peter Hanappe and Luc Steels",Augmenting Navigation for Collaborative Tagging with Emergent Semantics,58-71,2006,http://iswc2006.semanticweb.org/items/Aurnhammer2006ve.pdf,http://dx.doi.org/10.1007/11926078_5,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-14,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","We propose an approach that unifies browsing by tags and visual features for intuitive exploration of image databases. In contrast to traditional image retrieval approaches, we utilise tags provided by users on collaborative tagging sites, complemented by simple image analysis and classification. This allows us to find new relations between data elements. We introduce the concept of a navigation map, that describes links between users, tags, and data elements for the example of the collaborative tagging site Flickr. We show that introducing similarity search based on image features yields additional links on this map. These theoretical considerations are supported by examples provided by our system, using data and tags from real Flickr users.",Research Track Paper,,0,,0,Melanie Aurnhammer;Luc Steels;Peter Hanappe,3,"http://iswc2006.semanticweb.org/items/Aurnhammer2006ve.pdf,http://dx.doi.org/10.1007/11926078_5",2
"Khalid Belhajjame,Suzanne M. Embury,Norman W. Paton,Robert Stevens and Carole A. Goble",Automatic Annotation of Web Services Based on Workflow Definitions,116-129,2006,http://iswc2006.semanticweb.org/items/Belhajjame2006ul.pdf,http://dx.doi.org/10.1007/11926078_9,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-15,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Semantic annotations of web services can facilitate the discovery of services, as well as their composition into workflows. At present, however, the practical utility of such annotations is limited by the small number of service annotations available for general use. Resources for manual annotation are scarce, and therefore some means is required by which services can be automatically (or semi-automatically) annotated. In this paper, we show how information can be inferred about the semantics of operation parameters based on their connections to other (annotated) operation parameters within tried-and-tested workflows. In an open-world context, we can infer only constraints on the semantics of parameters, but these loose annotations are still of value in detecting errors within workflows, annotations and ontologies, as well as in simplifying the manual annotation task.",Research Track Paper,,0,,0,Norman W. Paton;Carole A. Goble;Khalid Belhajjame;Suzanne M. Embury;Robert Stevens,5,"http://iswc2006.semanticweb.org/items/Belhajjame2006ul.pdf,http://dx.doi.org/10.1007/11926078_9",2
Wei Hu and Yuzhong Qu,Block Matching for Ontologies,300-313,2006,http://iswc2006.semanticweb.org/items/Hu2006pd.pdf,http://dx.doi.org/10.1007/11926078_22,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-16,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Ontology matching is a crucial task to enable interoperation between Web applications using different but related ontologies. Today, most of the ontology matching techniques are targeted to find 1:1 mappings. However, block mappings are in fact more pervasive. In this paper, we discuss the block matching problem and suggest that both the matching quality and the partitioning quality should be considered in block matching. We propose a novel partitioning-based approach to address the block mapping problem. It considers both linguistic and structural characteristics of domain entities based on virtual documents, and uses a hierarchical bisection algorithm for partitioning. We set up two kinds of metrics to evaluate of the quality of block matching. The experimental results demonstrated that our approach is feasible.",Research Track Paper,,0,,0,Wei Hu;Yuzhong Qu,2,"http://iswc2006.semanticweb.org/items/Hu2006pd.pdf,http://dx.doi.org/10.1007/11926078_22",2
"Boris Motik,Ian Horrocks,Riccardo Rosati and Ulrike Sattler",Can OWL and Logic Programming Live Together Happily Ever After?,501-514,2006,http://iswc2006.semanticweb.org/items/Motik2006bh.pdf,http://dx.doi.org/10.1007/11926078_36,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-17,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Logic programming (LP) is often seen as a way to overcome several shortcomings of the Web Ontology Language (OWL), such as the inability to model integrity constraints or perform closed-world querying. However, the open-world semantics of OWL seems to be fundamentally incompatible with the closed-world semantics of LP. This has sparked a heated debate in the Semantic Web community, resulting in proposals for alternative ontology languages based entirely on logic programming. To help resolving this debate, we investigate the practical use cases which seem to be addressed by logic programming. In fact, many of these requirements have already been addressed outside of the Semantic Web. By drawing inspiration from these existing formalisms, we present a novel logic of hybrid MKNF knowledge bases, which seamlessly integrates OWL with LP. We are thus capable of addressing the identified use cases without a radical change in the architecture of the Semantic Web.",Research Track Paper,,0,,0,Ian Horrocks;Ulrike Sattler;Riccardo Rosati;Boris Motik,4,"http://dx.doi.org/10.1007/11926078_36,http://iswc2006.semanticweb.org/items/Motik2006bh.pdf",2
"Yaozhong Liang,Harith Alani and Nigel Shadbolt",Changing Ontology Breaks Queries,982-985,2006,http://iswc2006.semanticweb.org/items/doctoral_consortium_liang.pdf,http://dx.doi.org/10.1007/11926078_79,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-18,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings",,Doctoral Consortium Paper,,0,,0,Yaozhong Liang;Nigel Shadbolt;Harith Alani,3,"http://iswc2006.semanticweb.org/items/doctoral_consortium_liang.pdf,http://dx.doi.org/10.1007/11926078_79",2
Li Ding and Tim Finin,Characterizing the Semantic Web on the Web,242-257,2006,http://iswc2006.semanticweb.org/items/Ding2006lq.pdf,http://dx.doi.org/10.1007/11926078_18,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-19,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","The applicability of the Semantic Web in real world applications on the World Wide Web remains unclear because most existing work neglects the Web aspect: Semantic Web data is published and consumed on the Web by independent agents. Therefore, we developed a system to harvest and analyze publicly available Semantic Web data on the Web. We estimate at least 10 millions of Semantic Web documents on the Web using Google, and we have actually harvested 1.4 million documents comprising over 250 million triples. Based on the collection, we measured a rich spectrum of global properties and usage patterns of Semantic Web documents and terms. The most interesting observation is that the distribution of many metrics, such as the size of Semantic Web documents and the meta-usages of Semantic Web terms, follow the Power law.",Research Track Paper,,0,,0,Tim Finin;Li Ding,2,"http://iswc2006.semanticweb.org/items/Ding2006lq.pdf,http://dx.doi.org/10.1007/11926078_18",2
"Yusuke Fukazawa,Takefumi Naganuma,Kunihiro Fujii and Shoji Kurakake",Construction and Use of Role-Ontology for Task-Based Service Navigation System,806-819,2006,http://iswc2006.semanticweb.org/items/Fukazawa2006qy.pdf,http://dx.doi.org/10.1007/11926078_58,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-20,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","We have been developing a task-based service navigation system that offers to the user for his selected services relevant to the task the user wants to perform. We observed that the tasks likely to be performed in a given situation depend on the user's role such as businessman or father. To further our research, we constructed a role-ontology and utilized it to improve the usability of task-based service navigation. We have enhanced a basic task-model by associating tasks with role-concepts defined in the new role-ontology. We can generate a task-list that is precisely tuned to the user's current role. In addition, we can generate a personalized task-list from the task-model based on the user's task selection history. Because services are associated with tasks, our approach makes it much easier to navigate a user to the most appropriate services. In this paper, we describe the construction of our role-ontology and the task-based service navigation system based on the role-ontology.",Semantic Web In Use Track Paper,,0,,0,Takefumi Naganuma;Shoji Kurakake;Kunihiro Fujii;Yusuke Fukazawa,4,"http://dx.doi.org/10.1007/11926078_58,http://iswc2006.semanticweb.org/items/Fukazawa2006qy.pdf",2
Taowei David Wang and Bijan Parsia,CropCircles: Topology Sensitive Visualization of OWL Class Hierarchies,695-708,2006,http://iswc2006.semanticweb.org/items/Wang2006rr.pdf,http://dx.doi.org/10.1007/11926078_50,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-21,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","OWL ontologies present many interesting visualization challenges. Here we present CropCircles, a technique designed to view the class hierarchies in ontologies as trees. We place special emphasis on topology understanding when designing the tool. We drew inspiration from treemaps, but made substantial changes in the representation and layout. Most notably, the spacefillingness of treemap is relaxed in exchange for visual clarity. We outline the problem scape of visualizing ontology hierarchies, note the requirements that go into the design of the tool, and discuss the interface and implementation. Finally, through a controlled experiment involving task common to understanding ontologies, we show the benefits of our design.",Research Track Paper,,0,,0,Bijan Parsia;Taowei David Wang,2,"http://iswc2006.semanticweb.org/items/Wang2006rr.pdf,http://dx.doi.org/10.1007/11926078_50",2
Özgü Can and Murat Osman Ünalir,Distributed Policy Management in Semantic Web,970-971,2006,http://iswc2006.semanticweb.org/items/doctoral_consortium_can.pdf,http://dx.doi.org/10.1007/11926078_73,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-22,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings",,Doctoral Consortium Paper,,0,,0,Özgü Can;Murat Osman Ünalir,2,"http://iswc2006.semanticweb.org/items/doctoral_consortium_can.pdf,http://dx.doi.org/10.1007/11926078_73",2
Carolina Howard Felicíssimo,Dynamic Contextual Regulations in Open Multi-agent Systems,974-975,2006,http://iswc2006.semanticweb.org/items/doctoral_consortium_felicissimo.pdf,http://dx.doi.org/10.1007/11926078_75,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-23,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings",,Doctoral Consortium Paper,,0,,0,Carolina Howard Felicíssimo,1,"http://iswc2006.semanticweb.org/items/doctoral_consortium_felicissimo.pdf,http://dx.doi.org/10.1007/11926078_75",2
