conf_uri,uri,name,logo,homepage,member_list,cnt_member
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/ibm-research,IBM Research,,,Edith Schonberg;Julian Dolby;XingZhi Sun;Xiaoyuan Wang;Feng Cao;Kavitha Srinivas;Chen Wang;Achille Fokoue;Li Ma;Yue Pan;Aditya Kalyanpur,11
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/ibm-software-group,IBM Software Group,,,Nick Kanellos;Dan Wolfson,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/ibm-watson-research-center,IBM Watson Research Center,,,Aditya Kalyanpur;Achille Fokoue,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/indiana-university,Indiana University,,,Ying Ding,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/inria-sophia-antipolis,"Edelweiss, INRIA",,,Olivier Corby;Fabien Gandon,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/institut-aifb-universitaet-karlsruhe,"AIFB, University Karlsruhe School of Computer Science and Engineering, Southeast University;AIFB, University Karlsruhe",,,Qiu Ji;Guilin Qi,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/institute-for-scientific-interchange-foundation,Institute for Scientific Interchange (ISI) Foundation,,,Wouter Van den Broeck;Ciro Cattuto;Alain Barrat,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/institute-of-business-intelligence-knowledge-disco,"Institute of Business Intelligence & Knowledge Discovery, Guangdong University of Foreign Studies State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences",,,Jianfeng Du,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/institute-of-computer-science-ics-forth-and-tei-of,"Institute of Computer Science (ICS), FORTH and TEI of Serres",,,Dimitris Kotzinos,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/institute-of-computer-science-ics-forth-and-univer,"Institute of Computer Science (ICS), FORTH and University of Crete",,,Yannis Theoharis;Vicky Papavassiliou;Vassilis Christophides;Panagiotis Pediaditis,4
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/institute-of-software-the-chinese-academy-of-sciences,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences",,,Yi-Dong Shen,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/jobe-microsystems-university-of-guelph,"Jobe Microsystems, University of Guelph",,,Benjamin Coe,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/jobe-microsystems-university-of-western-ontario,"Jobe Microsystems, University of Western Ontario",,,Christian Battista,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/johannes-kepler-university-linz-austria,Johannes Kepler University Linz,,,Wolfram Wöß;Andreas Langegger,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/johns-hopkins-university,Johns Hopkins University,,,John Callahan,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/jozef-stefan-institute,Jozef Stefan Institute,,,Mihael Mohorcic;Dunja Mladenic;Delia Rusu;Carolina Fortuna;Blaz Fortuna,5
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/jozef-stefan-institute-cyc-europe,"Jozef Stefan Institute, Cyc Europe",,,Luka Bradesko,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/kewi-i3s-university-of-nice-france,"Kewi, I3S, university of Nice, France",,,Michel Buffa,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/kmi-the-open-university-uk,"Open University;Knowledge Media Institute (KMI), The Open University",,,Maria Maleshkova;John Domingue;Marta Sabou;Enrico Motta;Carlos Pedrinaci,5
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/koninklijke-bibliotheek-den-haag,"Koninklijke Bibliotheek, den Haag",,,Johan Stapel;Dirk Kramer,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/korea-institute-of-science-and-technology-information,Korea Institute of Science and Technology Information,,,Seungwoo Lee;Pyung Kim;Mikyoung Lee;Hanmin Jung;Beom-Jong You,5
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/l3s-research-center,"L3S Research Center;L3S Research Center, Germany",,,Philipp Kärger;Gideon Zenz;Daniel Krause;Fabian Abel;Ricardo Kawase;Patrick Siehndel;VenkatRam Yadav Jaltar;Kerstin Denecke;Dimitrios Skoutas;Anna Averbakh;Wladimir Krasnov,11
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/lehigh-university,Lehigh University,,,Yang Yu;Jeff Heflin;Donald Hillman;Basuki Setio,4
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/leibniz-university-hannover,Leibniz University Hannover,,,Emily Kigel,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/lmi,LMI,,,Julia Kalloz;David Manzolillo,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/massachusetts-general-hospital-department-of-neurology,"Massachusetts General Hospital, Department of Neurology, Boston, MA, USA",,,Tim Clark;Stephane Corlosquet,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/massachusetts-institute-of-technology,Massachusetts Institute of Technology,,,Tim Berners-Lee;Oshani Seneviratne;Lalana Kagal,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/mayo-clinic-division-of-biomedical-statistics,"Mayo Clinic, Division of Biomedical Statistics and Informatics",,,Wei-Qi Wei;Jyotishman Pathak;Harold R. Solbrig;Cui Tao;Christopher G. Chute,5
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/metadata-management-associates,Metadata Management Associates,,,Jon Phipps;Diane Hillmann,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/mit-csail,MIT,,,Philippe Cudré-Mauroux;David Karger,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/monash-university,Monash University,,,Shonali Krishnaswamy;Mohamed Gaber;Luke Steller,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/national-institute-of-information-and-communications-technology-japan,National Institute of Information and Communications Technology (NICT),,,Ken Kaneiwa,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/nokia-research-center,Nokia Researcg,,,Ian Oliver,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/north-carolina-state-university,North Carolina State University,,,Radhika Sridhar;Padmashree Ravindra;Kemafor Anyanwu,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/northeastern-university,Northeastern University,,,Kenneth Baclawski,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/orange-labs,orange labs,,,Guillaume Ereteo,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/osaka-university-japan,"ISIR, Osaka University",,,Takeru Hirota;Riichiro Mizoguchi;Mamoru Ohta;Kouji Kozaki;Hiroko Kou,5
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/oxford-university-computing-laboratory,Oxford University Computing Laboratory,,,Rob Shearer;Ian Horrocks,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/politecnico-di-milano,"Dip. di Elettronica e Informazione, Politecnico di Milano",,,Emanuele Della Valle,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/progeny-systems,Progeny Systems,,,Matt Fisher;Gary Sikora,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/raytheon-company,Raytheon,,,Todd Schneider,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/rensselaer-polytechnic-institute,Rensselaer Polytechnic Institute;RPI,,,Li Ding;Jiao Tao;Jesse Weaver;Dominic DiFranzo;Evan Patton;Jim Hendler;James Hendler;Deborah McGuinness,7
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/sap-research,"SAP Research;SAP AG, Research",,,Kay-Uwe Schmidt;Heiko Paulheim;Florian Probst,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/sap-research-cec-dresden,SAP Research CEC Dresden,,,Martin Knechtel,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/semantric,Semantric Ltd.,,,James Dobree,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/seoul-national-university,Seoul National University,,,Sangkeun Lee;Sang-goo Lee;Gihyun Gong,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/sri-international,SRI International,,,Reginald Ford;Grit Denker;David Martin;Daniel Elenius,4
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/stanford-university,Stanford University,,,Tania Tudorache;Mark Musen;Mark A Musen;Nigam Shah;Nigam H. Shah;Natalya Noy;Clement Jonquet;Cherie H. Youn;Amir Ghazvinian,7
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/stony-brook-university,Stony Brook University,,,Michael Kifer,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/syracuse-university,"Syracuse University, Institute of Chemical Technology;Syracuse University",,,Diane Hillmann;Akshay Bhat,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/talis,Talis,,,Tom Heath,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/technical-university-of-cluj-napoca,Technical University of Cluj-Napoca,,,Zoltan Padrah;Bogdan Ivan,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/the-mitre-corporation,MITRE,,,Leo Obrst,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/trendlight-netherlands,TrendLight Netherlands B.V.,,,Raymond Franz,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/tsinghua-university,"Department of Computer Science and Technology, Tsinghua University, Beijing, China",,,Juanzi Li;Jie Tang;Feng Shi,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/tu-dresden,TU Dresden,,,Rafael Peñaloza;Franz Baader,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/universidad-politecnica-de-madrid,Universidad Politécnica de Madrid (Ontology Engineering Group);Universidad Politécnica de Madrid,,,Oscar Corcho;Martín Vigo;Mari Carmen Suárez-Figueroa;Asunción Gómez-Pérez,4
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/universitaet-karlsruhe,Universtität Karlsruhe;Universität Karlsruhe;University of Karlsruhe,,,Guilin Qi;Qiu Ji;Peter Haase,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/universitaet-leipzig,Universität Leipzig,,,Sören Auer;Sebastian Hellmann;Jens Lehmann,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/universitat-de-lleida,Universitat de Lleida,,,Roberto García,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/universiteit-van-amsterdam,"ISLA, University of Amsterdam;University of Amsterdam",,,Krisztian Balog;Marc Bron;Max Hirschel;Hendrike Peetz;Gerben de Vries;Maarten van Someren;Ivan Johgi;Bouke Huurnink;Edgar Meij;Bart Brinkman;Maarten de Rijke,11
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-aberdeen,"University of Aberdeen;Department of Computing Science, The University of Aberdeen",,,Yuting Zhao;Yuan Ren;Jeff Z. Pan,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-applied-sciences-western-switzerland,University of Applied Sciences of Western Switzerland,,,Omar Abou Khaled;Maria Sokhn;Elena Mugellini,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-belgrade,"FON-School of Business Administration, Belgrade, Serbia",,,Zoran Jeremic;Jelena Jovanovic,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-brighton,University of Brighton,,,John Howse;Gem Stapleton,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-calabria,"University of Calabria, Italy;University of Calabria",,,Giovambattista Ianni;Andrea Pugliese;Alessandra Martello,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-chicago,University of Chicago,,,Sarah Magidson,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-crete,University of Crete,,,Grigoris Antoniou,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-illinois-at-chicago,University of Illinois at Chicago UIC,,,Isabel Cruz;Flavio Palandri Antonelli;Cosmin Stroe,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-jyvaeskylae,University of Jyväskylä,,,Tuukka Hastrup,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-karlsruhe-southeast-university,University of Karlsruhe Southeast University,,,Guilin Qi,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-koblenz-landau,Universität Koblenz-Landau;University of Koblenz-Landau,,,Thomas Franz;Gerd Groener;Antje Schultz;Sergej Sizov;Steffen Staab;Klaas Dellschaft;Olaf Görlitz,7
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-liverpool,University of Liverpool,,,Valentina Tamma;Terry Payne;Paul Doran;Ignazio Palmisano,4
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-manchester-uk,The University of Manchester,,,Ulrike Sattler;Matthew Horridge;Freddy Lécué;Freddy Lecue;Bijan Parsia,4
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-maryland,"University of Maryland;University of Maryland, USA;University of Maryland, Baltimore County;University of Maryland, College Park;University of Maryland, Baltimore County, USA",,,Lushan Han;V. S. Subrahmanian;Ugur Kuter;Joel Sachs;Jennifer Golbeck;Matthias Broecheler;Timothy Finin;Yelena Yesha,8
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-oxford,University of Oxford,,,Ian Horrocks;Héctor Pérez-Urbina;Boris Motik,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-potsdam,Universität Potsdam,,,Tiziana Margaria;Daniel Meyer,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-sheffield-uk,University of Sheffield,,,Matthew Rowe;Diana Maynard;Daniela Petrelli;Aba-Sah Dadzie;Suvodeep Mazumdar;Jose Iria;Fabio Ciravegna,7
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-southampton,"University of Southampton;School of Electronic and Computer Science, University of Southampton, U.K.;ECS, University of Southampton",,,Harith Alani;Wendy Hall;Les Carr;Hugh Glaser;Nicholas Gibbins;Ian Millard;Gianluca Correndo;Nigel R Shadbolt;Manuel Salvadores;John Darlington;Martin Szomszor;SM Hazzaz Imtiaz;Rob Vesse;Landong Zuo,14
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-southern-california,University of Southern California,,,Craig A. Knoblock;Thomas Russ;Sirish Darbha;Kristina Lerman;Jose Luis Ambite;Rahul Parundekar;Aman Goel,7
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-texas-at-austin,University of Texas at Austin,,,Rudy Depena;Juan Sequeda;Daniel Miranker,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-toronto,University of Toronto,,,Shirin Sohrabi;Sheila A. McIlraith,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-victoria,University of Victoria,,,Margaret-Anne Storey;Chris Callendar,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-vienna,University of Vienna,,,Stefan Zander;Bernhard Schandl,2
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/university-of-zurich,Universität Zürich,,,Abraham Bernstein,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/vienna-university-of-technology,Vienna University of Technology,,,Thomas Krennwallner,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/vrije-universiteit-amsterdam-the-netherlands,Vrije Universiteit Amsterdam;VU University Amsterdam,,,Guus Schreiber;Eyal Oren;Jacopo Urbani;Willem Robert van Hage;Antoine Isaac;Kathrin Dentler;Christophe Guéret;Lourens van der Meij;Spyros Kotoulas;Frank van Harmelen;Stefan Schlobach;Véronique Malaisé;Shenghui Wang;Laura Hollink,14
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/vulcan-inc,Vulcan Inc.,,,Benjamin Grosof,1
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/wright-state-university,"Wright State University;Kno.e.sis Research Center, Wright State University",,,Meena Nagarajan;Krishnaprasad Thirunarayan;Amit Sheth,3
http://data.semanticweb.org/conference/iswc/2009,http://data.semanticweb.org/organization/yahoo-research,Yahoo! Research;Yahoo Research,,,Peter Mika;Hugo Zaragoza,2
