author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Aditya Kalyanpur,Bijan Parsia,Evren Sirin",Black Box Debugging of Unsatisfiable Classes,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-90.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-07,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Evren Sirin;Aditya Kalyanpur;Bijan Parsia,3,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-90.pdf,1
"Takeshi Morita,Noriaki Izumi,Naoki Fukuta,Takahira Yamaguchi",Building up RDF and RDFS Descriptions with Meta-Model Management,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-28.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-08,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Takahira Yamaguchi;Noriaki Izumi;Takeshi Morita;Naoki Fukuta,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-28.pdf,1
Minsoo Kim,Class-Based OWL Ontology Visualization and Editor,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-56.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-09,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Minsoo Kim,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-56.pdf,1
"Faisal Alkhateeb,Jean-François Baget,Jérôme Euzenat",Complex Path Queries for RDF Graphs,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-52.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-10,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jean-François Baget;Faisal Alkhateeb;Jérôme Euzenat,3,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-52.pdf,1
Ulf Rerrer,Composing Semantic Web Services with OWL-S for Location-Based Services,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-38.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-11,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Ulf Rerrer,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-38.pdf,1
"Eero Hyvönen,Arttu Valo,Katri Seppälä,Tomi Kauppinen,Ville Komulainen,Tuukka Ruotsalo,Mirva Salminen,Anu Ylisalmi",Creating a National Content and Service Infrastructure,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-2.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-12,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Anu Ylisalmi;Mirva Salminen;Tomi Kauppinen;Ville Komulainen;Arttu Valo;Eero Hyvönen;Tuukka Ruotsalo;Katri Seppälä,8,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-2.pdf,1
"Giovambattista Ianni,Thomas Eiter,Hans Tompits,Roman Schindlauer",DLVEX: Dealing with Semantic Web under Answer-Set Programming,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-73.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-13,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Thomas Eiter;Hans Tompits;Roman Schindlauer;Giovambattista Ianni,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-73.pdf,1
"Marko Luther,Sebastian Boehm,Matthias Wagner,Johan Koolwaaij",Enhanced Presence Tracking for Mobile Applications,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-35.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-16,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Matthias Wagner;Marko Luther;Sebastian Boehm;Johan Koolwaaij,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-35.pdf,1
"Marc Ehrig,York Sure",FOAM - A Framework for Ontology Alignment and Mapping,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-10.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-19,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Marc Ehrig;York Sure,2,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-10.pdf,1
"Jens Hartmann,York Sure",Facilitating Ontology Reuse with Onthology,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-13.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-17,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jens Hartmann;York Sure,2,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-13.pdf,1
Jennifer Golbeck,FilmTrust: Movie Recommendations from Semantic Web-based Social Networks,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-72.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-18,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jennifer Golbeck,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-72.pdf,1
"Marc Ehrig,Jérôme Euzenat",Generalizing precision and recall for evaluating ontology matching,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-54.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-20,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jérôme Euzenat;Marc Ehrig,2,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-54.pdf,1
"Kouji Kozaki,Eiichi Sunagawa,Yoshinobu Kitamura,Riichiro Mizoguchi",Hozo: an Ontology Development Environment -Treatment of “Role Concept” and Dependency Management -,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-79.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-21,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Riichiro Mizoguchi;Yoshinobu Kitamura;Kouji Kozaki;Eiichi Sunagawa,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-79.pdf,1
"Alex Sinner,Thomas Kleemann",IASON - A Semantic Mobile Environment,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-80.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-22,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Alex Sinner;Thomas Kleemann,2,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-80.pdf,1
Boris Motik,KAON2 —A Scalable Reasoning Tool for the SemanticWeb,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-30.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-25,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Boris Motik,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-30.pdf,1
Mark Hefke,KMIR – An ontology-based Framework for the successful Introduction of Knowledge Management,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-42.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-26,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Mark Hefke,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-42.pdf,1
Jérôme Euzenat,Knowledge web: leveraging the European effort for realizing the semantic web,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-51.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-27,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jérôme Euzenat,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-51.pdf,1
Thierry Declerck,LabelTranslator: Multilingualism in Ontologies,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-61.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-28,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Thierry Declerck,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-61.pdf,1
"Keith Flanagan,Matthew Pocock,Anil Wipat",Logical and Probabilistic Reasoning for Genomic Rearrangement Detection,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-59.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-29,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Matthew Pocock;Keith Flanagan;Anil Wipat,3,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-59.pdf,1
liu yang,MICISO: Towards High Performance Ontology Learning,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-4.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-31,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,liu yang,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-4.pdf,1
Alun Preece,Managing Information Quality in e-Science with Semantic Web Technology,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-32.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-30,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Alun Preece,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-32.pdf,1
"Bernardo Cuenca Grau,Bijan Parsia,Evren Sirin,Aditya Kalyanpur",Modularizing OWL Ontologies,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-99.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-32,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Aditya Kalyanpur;Evren Sirin;Bijan Parsia;Bernardo Cuenca Grau,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-99.pdf,1
"Giovambattista Ianni,Thomas Eiter,Hans Tompits,Roman Schindlauer",NLP-DL: A KR System for Coupling Nonmonotonic Logic Programs with Description Logics,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-67.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-34,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Thomas Eiter;Hans Tompits;Roman Schindlauer;Giovambattista Ianni,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-67.pdf,1
Yuri Tijerino,Next Generation Multimedia Devices and the Semantic Web,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-89.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-33,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Yuri Tijerino,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-89.pdf,1
"Marko Luther,Bernd Mrohs,Raju Vaidya,Matthias Wagner",OWL-SF -- Distributed OWL-based Reasoning on Objects in the Real World,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-37.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-39,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Matthias Wagner;Bernd Mrohs;Raju Vaidya;Marko Luther,4,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-37.pdf,1
"Ondrej Svab,Vojtech Svatek,Petr Berka,Dusan Rak,Petr Tomasek",OntoFarm: Towards an Experimental Collection of Parallel Ontologies,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-50.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-35,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Petr Berka;Vojtech Svatek;Dusan Rak;Petr Tomasek;Ondrej Svab,5,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-50.pdf,1
Terry Payne,Ontologies for Tracking Ubiquitous Interest,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-92.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-36,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Terry Payne,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-92.pdf,1
"Armando Stellato,Maria Teresa Pazienza,Lina Henriksen,Patrizia Paggio,Fabio Massimo Zanzotto",Ontology Mapping to support multilingual ontology-based question answering,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-20.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-37,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Fabio Massimo Zanzotto;Lina Henriksen;Armando Stellato;Patrizia Paggio;Maria Teresa Pazienza,5,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-20.pdf,1
"Brian Kettler,Peter Haglich,Jason Losco,Kevin Spivey,Jim Starz,Bonnie Swart",Ontology Versioning Support: The DIONE Project,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-40.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-38,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jim Starz;Jason Losco;Peter Haglich;Kevin Spivey;Brian Kettler;Bonnie Swart,6,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-40.pdf,1
"Daisuke Kanjo,Yukiko Kawai,Katsumi Tanaka",Personal Digital Librarian: An Adaptive System and Framework using Semantic Web Technologies,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-25.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-40,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Daisuke Kanjo;Katsumi Tanaka;Yukiko Kawai,3,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-25.pdf,1
"Christian Halaschek-Wiener,Jennifer Golbeck,Andrew Schain,Michael Grove,Bijan Parsia,Jim Hendler",PhotoStuff – An Image Annotation Tool for the Semantic Web,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-83.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-41,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Jennifer Golbeck;Jim Hendler;Christian Halaschek-Wiener;Andrew Schain;Michael Grove;Bijan Parsia,6,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-83.pdf,1
Nitin Arora,"RDF Gravity ++: Tool for Authoring and Visualization of Semantic Web Ontologies, Schemas and Repositories",,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-100.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-43,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Nitin Arora,1,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-100.pdf,1
"Max Völkel,York Sure",RDFReactor – From Ontologies to Programmatic Data Access,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-9.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-44,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Max Völkel;York Sure,2,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-9.pdf,1
"Karthik Gomadam,Kunal Verma,Douglas Brewer,Amit Sheth,John Miller",Radiant: A tool for semantic annotation of Web Services,,2005,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-101.pdf,,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2005/poster-demo-proceedings/paper-42,Proceedings of ISWC 2005 Poster and Demo,,,Poster Paper,,0,,0,Amit Sheth;Kunal Verma;Karthik Gomadam;Douglas Brewer;John Miller,5,https://github.com/lidingpku/iswc-archive/raw/master/paper/iswc-2005-poster-demo/PID-101.pdf,1
