author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
Katharina Siorpaes,Semantic Media Asset Management: playence Media,,2010,http://iswc2010.semanticweb.org/pdf/540.pdf,,http://data.semanticweb.org/conference/iswc/2010/industry-proceedings,http://data.semanticweb.org/conference/iswc/2010/industry-proceedings/paper-08,Proceedings of ISWC 2010 Industry Track,,,Industrial Track Paper,,0,,0,Katharina Siorpaes,1,http://iswc2010.semanticweb.org/pdf/540.pdf,1
"Manuel Salvadores,Gianluca Correndo,Steve Harris,Nicholas Gibbins and Nigel Shadbolt",4sr - Scalable Decentralized RDFS Backward Chained Reasoning,,2010,http://iswc2010.semanticweb.org/pdf/498.pdf,http://ceur-ws.org/Vol-658/paper498.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-01,Proceedings of ISWC 2010 Poster and Demo,,"This poster paper presents the design and implementation of an RDFS reasoner based on a backward chaining approach and implemented on a clustered RDF triplestore. The system presented, called 4sr, uses 4store as base infrastructure. In order to achieve a highly scalable system we implemented the reasoning at the lowest level of the quad store, the bind operation. The bind operation in 4sr traverses the quad store indexes matching or expanding the query variables with awareness of the RDFS semantics.",Poster/Demo Paper,,0,,0,Nicholas Gibbins;Steve Harris;Gianluca Correndo;Nigel R Shadbolt;Manuel Salvadores,5,"http://iswc2010.semanticweb.org/pdf/498.pdf,http://ceur-ws.org/Vol-658/paper498.pdf",2
Xin He and Mark Baker,A Graph-based Approach to Indexing Semantic Web Data,,2010,http://iswc2010.semanticweb.org/pdf/509.pdf,http://ceur-ws.org/Vol-658/paper509.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-02,Proceedings of ISWC 2010 Poster and Demo,,"To the best of our knowledge, existing Semantic Web (SW) search systems fail to index RDF graph structures as graphs. They either do not index graph structures and retrieve them by run-time formal queries, or index all row triples from the back-end repositories. This increases the overhead of indexing for very large RDF documents. Moreover, the graph explorations from row triples can be complicated when blank nodes, RDF collections and containers are involved. This paper provides a means to index SW data in graph structures, which potentially benefit the graph exploration and ranking in SW querying.",Poster/Demo Paper,,0,,0,Mark Baker;Xin He,2,"http://ceur-ws.org/Vol-658/paper509.pdf,http://iswc2010.semanticweb.org/pdf/509.pdf",2
"Ulrich Lampe,Melanie Siebenhaar,Stefan Schulte and Ralf Steinmetz",A Graphical Evaluation Tool for Semantic Web Service Matchmaking,,2010,http://iswc2010.semanticweb.org/pdf/501.pdf,http://ceur-ws.org/Vol-658/paper501.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-03,Proceedings of ISWC 2010 Poster and Demo,,"Semantic matchmaking, i.e., the task of finding matching (Web) services based on semantic information, has been a prominent field of research lately, and a wide range of supporting tools both for research and practice have been published. However, no suitable solution for the visualization of matchmaking results exists so far. In this paper, we present the Matchmaking Visualizer, an application for the visual representation and analysis of semantic matchmaking results. It allows for the comparing of matchmaking approaches for semantic Web services in a fine-grained manner and thus complements existing evaluation suites that are based on rather coarse-grained information retrieval metrics.",Poster/Demo Paper,,0,,0,Melanie Siebenhaar;Ralf Steinmetz;Ulrich Lampe;Stefan Schulte,4,"http://iswc2010.semanticweb.org/pdf/501.pdf,http://ceur-ws.org/Vol-658/paper501.pdf",2
"Benjamin N. Grosof,Mark H. Burstein,Mike Dean,Carl Andersen,Brett Benyo,William Ferguson,Daniela Inclezan and Richard Shapiro","A SILK Graphical UI for Defeasible Reasoning, with a Biology Causal Process Example",,2010,http://iswc2010.semanticweb.org/pdf/481.pdf,http://ceur-ws.org/Vol-658/paper481.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-05,Proceedings of ISWC 2010 Poster and Demo,,"SILK is an expressive Semantic Web rule language and system equipped with scalable reactive higher-order defaults. We present one of its latest novel features: a graphical user interface (GUI) for knowledge entry, query answering, and justification browsing that supports user specification and understanding of advanced courteous prioritized defeasible reasoning. We illustrate the use of the GUI in an example from college-level biology of modeling and reasoning about hierarchically structured causal processes with interfering multiple causes.",Poster/Demo Paper,,0,,0,Daniela Inclezan;William Ferguson;Richard Shapiro;Brett Benyo;Mike Dean;Benjamin Grosof;Carl Andersen;Mark H. Burstein,8,"http://ceur-ws.org/Vol-658/paper481.pdf,http://iswc2010.semanticweb.org/pdf/481.pdf",2
James P. McGlothlin and Latifur Khan,A Semantic Web Repository for Managing and Querying Aligned Knowledge,,2010,http://iswc2010.semanticweb.org/pdf/529.pdf,http://ceur-ws.org/Vol-658/paper529.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-04,Proceedings of ISWC 2010 Poster and Demo,,"Ontology alignment is the task of matching concepts and terminology from multiple ontologies. Ontology alignment is especially relevant in the semantic web domain as RDF documents and OWL ontologies are quite heterogeneous, yet often describe related concepts. The end goal for ontology matching is to allow the knowledge sets to interoperate. To achieve this goal, it is necessary for queries to return results that include knowledge, and inferred knowledge, from multiple datasets and terminologies, using the alignment information. Furthermore, ontology alignment is not an exact science, and concept matchings often involve uncertainty. The goal of this paper is to provide a semantic web repository that supports applying alignments to the dataset and reasoning with alignments. Our goal is to provide high performance queries that return results that include inference across alignment matchings, and rank results using certainty information. Our semantic web repository uses distributed inference and probabilistic reasoning to allow datasets to be efficiently updated with ontology alignments. We materialize the inferred, aligned data and make it available in efficient queries.",Poster/Demo Paper,,0,,0,Latifur Khan;James P. McGlothlin,2,"http://iswc2010.semanticweb.org/pdf/529.pdf,http://ceur-ws.org/Vol-658/paper529.pdf",2
"Jérôme Euzenat,Christian Meilicke,Heiner Stuckenschmidt and Cássia Trojahn dos Santos",A web-based Evaluation Service for Ontology Matching,,2010,http://iswc2010.semanticweb.org/pdf/468.pdf,http://ceur-ws.org/Vol-658/paper468.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-08,Proceedings of ISWC 2010 Poster and Demo,,"Evaluation of semantic web technologies at large scale, including ontology matching, is an important topic of semantic web research. This paper presents a web-based evaluation service for automatically executing the evaluation of ontology matching systems. This service is based on the use of a web service interface wrapping the functionality of a matching tool to be evaluated and allows developers to launch evaluations of their tool at any time on their own. Furthermore, the service can be used to visualise and manipulate the evaluation results. The approach allows the execution of the tool on the machine of the tool developer without the need for a runtime environment.",Poster/Demo Paper,,0,,0,Cássia Trojahn dos Santos;Jérôme Euzenat;Christian Meilicke;Heiner Stuckenschmidt,4,"http://ceur-ws.org/Vol-658/paper468.pdf,http://iswc2010.semanticweb.org/pdf/468.pdf",2
Simeon Polfliet and Ryutaro Ichise,Automated Mapping Generation for Converting Databases into Linked Data,,2010,http://iswc2010.semanticweb.org/pdf/525.pdf,http://ceur-ws.org/Vol-658/paper525.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-06,Proceedings of ISWC 2010 Poster and Demo,,"Most of the data on the Web is stored in relational databases. In order to make the Semantic Web grow we need to provide easy-to-use tools to convert those databases into linked data, so that even people with little knowledge of the semantic web can use them. Some programs able to convert relational databases into RDF files have been developed, but the user still has to link manually the database attribute names to existing ontology properties and this generated ""linked data"" is not actually linked with external relevant data. We propose here a method to associate automatically attribute names to existing ontology entities in order to complete the automation of the conversion of databases. We also present a way - rather basic, but with low error rate - to add links automatically to relevant data from other data sets.",Poster/Demo Paper,,0,,0,Simeon Polfliet;Ryutaro Ichise,2,"http://iswc2010.semanticweb.org/pdf/525.pdf,http://ceur-ws.org/Vol-658/paper525.pdf",2
Cosmin Basca and Abraham Bernstein,Avalanche: Putting the Spirit of the Web back into Semantic Web Querying,,2010,http://iswc2010.semanticweb.org/pdf/527.pdf,http://ceur-ws.org/Vol-658/paper527.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-07,Proceedings of ISWC 2010 Poster and Demo,,"Traditionally Semantic Web applications either included a web crawler or relied on external services to gain access to the Web of Data. Recent efforts, have enabled applications to query the entire Semantic Web for up-to-date results. Such approaches are based on either centralized indexing of semantically annotated metadata or link traversal and URI dereferencing as in the case of Linked Open Data. They pose a number of limiting assumptions, thus breaking the openness principle of the Web. In this demo we present a novel technique called Avalanche, designed to allow a data surfer to query the Semantic Web transparently. The technique makes no prior assumptions about data distribution. Specifically, Avalanche can perform ""live"" queries over the Web of Data. First, it gets on-line statistical information about the data distribution, as well as bandwidth availability. Then, it plans and executes the query in a distributed manner trying to quickly provide first answers.",Poster/Demo Paper,,0,,0,Cosmin Basca;Abraham Bernstein,2,"http://iswc2010.semanticweb.org/pdf/527.pdf,http://ceur-ws.org/Vol-658/paper527.pdf",2
"Nikolas Schmitt,Mathias Niepert and Heiner Stuckenschmidt",BRAMBLE: A Web-based Framework for Interactive RDF-Graph Visualisation,,2010,http://iswc2010.semanticweb.org/pdf/465.pdf,http://ceur-ws.org/Vol-658/paper465.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-09,Proceedings of ISWC 2010 Poster and Demo,,"Most graph visualisation tools for RDF data are desktop applications focused on loading complete ontologies and metadata from a file and allowing users to filter out information if needed. Recently both scientific and commercial frameworks have started to shift their focus to the web, however they still rely on plugins such as Java and rarely handle larger collections of RDF statements efficiently. In this abstract we present a framework which visualises RDF graphs in a native browser environment, leveraging both the SVG standard and JavaScript technology to provide a responsive user interface. Graphs can be directly expanded, modified and explored. Users select nodes and edges from a central data repository containing millions of statements. The resulting graph can be shared with other users retaining full interactivity for collaborative work or presentation purposes.",Poster/Demo Paper,,0,,0,Nikolas Schmitt;Heiner Stuckenschmidt;Mathias Niepert,3,"http://iswc2010.semanticweb.org/pdf/465.pdf,http://ceur-ws.org/Vol-658/paper465.pdf",2
"Samur Araújo,Geert-Jan Houben,Daniel Schwabe and Jan Hidders",Building Linked Data Applications with Fusion: A Visual Interface for Exploration and Mapping,,2010,http://iswc2010.semanticweb.org/pdf/515.pdf,http://ceur-ws.org/Vol-658/paper515.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-10,Proceedings of ISWC 2010 Poster and Demo,,Building applications over Linked Data often requires a mapping between the application model and the ontology underlying the source dataset in the Linked Data cloud. Explicitly formulating these mappings demands a comprehensive understanding of the underlying schemas (RDF ontologies) of the source and target datasets. This task can be supported by integrating the process of schema exploration into the mapping process and help the application designer with finding the implicit relationships that she wants to map. This demo describes Fusion - a framework for closing the gap between the application model and the underlying ontologies in the Linked Data cloud. Fusion simplifies the definition of mappings by providing a visual user interface that integrates the exploratory process and the mapping process. Its architecture allows the creation of new applications through the extension of existing Linked Data sources with additional data.,Poster/Demo Paper,,0,,0,Geert-Jan Houben;Samur Araújo;Daniel Schwabe;Jan Hidders,4,"http://iswc2010.semanticweb.org/pdf/515.pdf,http://ceur-ws.org/Vol-658/paper515.pdf",2
"Delia Rusu,Tadej Stajner,Lorand Dali,Blaz Fortuna and Dunja Mladenic",Demo: Enriching Text with RDF/OWL Encoded Senses,,2010,http://iswc2010.semanticweb.org/pdf/496.pdf,http://ceur-ws.org/Vol-658/paper496.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-11,Proceedings of ISWC 2010 Poster and Demo,,"This demo paper describes an extension of the Enrycher text enhancement system, which annotates words in context, from a text fragment, with RDF/OWL encoded senses from WordNet and OpenCyc. The extension is based on a general purpose disambiguation algorithm which takes advantage of the structure and/or content of knowledge resources, reaching state-of-the-art performance when compared to other knowledge-lean word sense disambiguation algorithms.",Poster/Demo Paper,,0,,0,Tadej Stajner;Blaž Fortuna;Dunja Mladenic;Lorand Dali;Delia Rusu,5,"http://iswc2010.semanticweb.org/pdf/496.pdf,http://ceur-ws.org/Vol-658/paper496.pdf",2
Gregor Leban and Marko Grobelnik,Displaying email-related contextual information using Contextify,,2010,http://iswc2010.semanticweb.org/pdf/533.pdf,http://ceur-ws.org/Vol-658/paper533.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-12,Proceedings of ISWC 2010 Poster and Demo,,"Contextify is a tool for maximizing user productivity by showing email-related contextual information. The contextual information is determined based on the currently selected email and includes related emails, people, attachments and web links. This content is displayed in a sidebar in Microsoft Outlook and in a special dialog that can display an extended context.",Poster/Demo Paper,,0,,0,Marko Grobelnik;Gregor Leban,2,"http://iswc2010.semanticweb.org/pdf/533.pdf,http://ceur-ws.org/Vol-658/paper533.pdf",2
"Vaibhav Khadilkar,Murat Kantarcioglu,Latifur Khan and Bhavani M. Thuraisingham",Efficient processing of large RDF streams using memory management algorithms,,2010,http://iswc2010.semanticweb.org/pdf/467.pdf,http://ceur-ws.org/Vol-658/paper467.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-13,Proceedings of ISWC 2010 Poster and Demo,,"As more RDF streaming applications are being developed, there is a growing need for an efficient mechanism for storing and performing inference over these streams. In this poster, we present a tool that stores these streams in a unified model by combining memory and disk based mechanisms. We explore various memory management algorithms and disk-persistence strategies to optimize query performance. Our unified model produces an optimized query execution and inference performance for RDF streams that benefit from the advantages of using both, memory and disk.",Poster/Demo Paper,,0,,0,Bhavani M. Thuraisingham;Vaibhav Khadilkar;Murat Kantarcioglu;Latifur Khan,4,"http://ceur-ws.org/Vol-658/paper467.pdf,http://iswc2010.semanticweb.org/pdf/467.pdf",2
"Tamar Domany,Abigail Tarem and David Ben-David",Enterprise Data Classification Using Semantic Web Technologies,,2010,http://iswc2010.semanticweb.org/pdf/476.pdf,http://ceur-ws.org/Vol-658/paper476.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-14,Proceedings of ISWC 2010 Poster and Demo,,"Organizations today collect and store large amounts of data in various formats and locations, however they are sometimes required to locate all instances of a certain type of data. Data classification enables efficient retrieval of information when needed. This work presents a reference implementation for enterprise data classification using Semantic Web technologies. We demonstrate automatic discovery and classification of Personally Identifiable Information (PII) in relational databases, using a classification model in RDF/OWL describing the elements to discover and classify. At the end of the process the results are also stored in RDF, enabling simple navigation between the input model and the findings in different databases. Recorded demo link: https://www.research.ibm.com/haifa/info/demos/ piidiscovery_full.htm",Poster/Demo Paper,,0,,0,Tamar Domany;David Ben-David;Abigail Tarem,3,"http://ceur-ws.org/Vol-658/paper476.pdf,http://iswc2010.semanticweb.org/pdf/476.pdf",2
"Christian Becker,Christian Bizer,Michael Erdmann and Mark Greaves",Extending SMW+ with a Linked Data Integration Framework,,2010,http://iswc2010.semanticweb.org/pdf/512.pdf,http://ceur-ws.org/Vol-658/paper512.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-15,Proceedings of ISWC 2010 Poster and Demo,,"In this paper, we present a project which extends a SMW+ semantic wiki with a Linked Data Integration Framework that performs Web data access, vocabulary mapping, identity resolution, and quality evaluation of Linked Data. As a result, a large collection of neurogenomics-relevant data from the Web can be fiexibly transformed into a uni?ed ontology, allowing uni?ed querying, navigation, and visualization; as well as support for wiki-style collaboration, crowdsourcing, and commentary on chosen data sets.",Poster/Demo Paper,,0,,0,Michael Erdmann;Christian Bizer;Christian Becker;Mark Greaves,4,"http://iswc2010.semanticweb.org/pdf/512.pdf,http://ceur-ws.org/Vol-658/paper512.pdf",2
Daniel Blum and Sara Cohen,Generating RDF for Application Testing,,2010,http://iswc2010.semanticweb.org/pdf/473.pdf,http://ceur-ws.org/Vol-658/paper473.pdf,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc/2010/poster-demo-proceedings/paper-16,Proceedings of ISWC 2010 Poster and Demo,,"Application testing is a critical component of application development. Testing of Semantic Web applications requires large RDF datasets, conforming to an expected form or schema, and preferably, to an expected data distribution. Finding such datasets often proves impossible, while generating input datasets is often cumbersome. The GRR (Generating Random RDF) system is a convenient, yet powerful, tool for generating random RDF, based on a SPARQLlike syntax. In this poster and demo, we show how large datasets can be easily generated using intuitive commands.",Poster/Demo Paper,,0,,0,Daniel Blum;Sara Cohen,2,"http://ceur-ws.org/Vol-658/paper473.pdf,http://iswc2010.semanticweb.org/pdf/473.pdf",2
