event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo,category
http://data.semanticweb.org/conference/iswc/2003/talk/invited-1,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#InvitedTalkEvent,On Beyond Ontology: Returning to AI from the Semantic Web,2003-10-21T14:30:00,2003-10-21T15:30:00,,America/New_York,Sundial Room,,Session Chair,Katia Sycara,Speaker,James Hendler,,,"With the coming of OWL, the Web will soon have a recommended ontology language, many ontology-based tools, a large number of reference ontologies, and a large user community interested in what ontologies are and how to use them. In fact, it's beginning to look like we may be successful enough that as researchers we must ask ourselves the question ""Why are we doing this?"" As ontology on the Web becomes part of the ""practice"" of Web life, and the logic toolkits are produced by software companies instead of AI labs, where do we in the research world go? Many are familiar with Tim Berners-Lee's ""layer cake"" (or more recently the ""Semantic Wave"") which suggests moving to rules and proofs, but that's just the ""language"" stack. Time for us to think more about what we do with all this, how we explore the new ideas emerging from the pursuit and, perhaps most importantly of all, whether this Semantic Web stuff brings with it any insights into the most seminal scientific problem of all -- our quest to understand human intelligence.",https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ab/2003/iswc2003.semanticweb.org/invitedtalks.html,,,
http://data.semanticweb.org/conference/iswc/2003/event-18,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Coffee break,2003-10-21T15:30:00,2003-10-21T16:00:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3c,http://data.semanticweb.org/conference/iswc/2003/track/industrial,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Industrial track,2003-10-21T16:00:00,2003-10-21T18:00:00,,America/New_York,Captiva Room,,Session Chair,Michael Uschold,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3a,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Information Retrieval,2003-10-21T16:00:00,2003-10-21T18:00:00,,America/New_York,Sanibel Room,,Session Chair,Natalya Noy,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3b,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,"Semantic Web Services/Challenge/Security, Trust, and Privacy/Tools and Methodologies",2003-10-21T16:00:00,2003-10-21T18:00:00,,America/New_York,Sundial Room,,Session Chair,Mark Burstein,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-19,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Break,2003-10-21T18:00:00,2003-10-21T19:30:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-poster-demo,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Poster + Demos session,2003-10-21T19:30:00,2003-10-21T21:30:00,,America/New_York,Sundial Room,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-20,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Breakfast,2003-10-22T08:00:00,2003-10-22T09:15:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-4b,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Applications,2003-10-22T09:15:00,2003-10-22T10:45:00,,America/New_York,Sundial Room,,Session Chair,Vipul Kashyap,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-4a,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Ontological Reasoning,2003-10-22T09:15:00,2003-10-22T10:45:00,,America/New_York,"Sanibel Room, Captiva Room",,Session Chair,Ian Horrocks,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-21,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Coffee break,2003-10-22T10:45:00,2003-10-22T11:15:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-5a,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Foundations,2003-10-22T11:15:00,2003-10-22T12:45:00,,America/New_York,"Sanibel Room, Captiva Room",,Session Chair,Bijan Parsia,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-5b,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Semantic Web Services,2003-10-22T11:15:00,2003-10-22T12:45:00,,America/New_York,Sundial Room,,Session Chair,Enrico Motta,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-22,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Lunch,2003-10-22T12:45:00,2003-10-22T14:15:00,,America/New_York,Pool Deck,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-23,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Remarks,2003-10-22T14:15:00,2003-10-22T14:30:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/talk/invited-2,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#InvitedTalkEvent,The Long and Winding Road To Industrial Strength Semantic Web Services,2003-10-22T14:30:00,2003-10-22T15:30:00,,America/New_York,Sundial Room,,Session Chair,John Mylopulos,Speaker,MIKE BRODIE,,,Web Services appear to be the basis fo,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ab/2003/iswc2003.semanticweb.org/invitedtalks.html,https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ab/2003/iswc2003.semanticweb.org/brodie.pdf,,
http://data.semanticweb.org/conference/iswc/2003/event-24,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Coffee break,2003-10-22T15:30:00,2003-10-22T16:00:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-6a,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Agents and the Semantic Web,2003-10-22T16:00:00,2003-10-22T18:00:00,,America/New_York,"Sanibel Room, Captiva Room",,Session Chair,Mike Dean,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-6b,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Semantic web Services,2003-10-22T16:00:00,2003-10-22T18:00:00,,America/New_York,Sundial Room,,Session Chair,Terry Payne,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-25,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#SpecialEvent,Dinner,2003-10-22T18:30:00,2003-10-22T22:00:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-26,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Breakfast,2003-10-23T08:00:00,2003-10-23T09:15:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-7b,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Applications and Tools,2003-10-23T09:15:00,2003-10-23T10:45:00,,America/New_York,Sundial Room,,Session Chair,Atanas Kiryakov,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-7a,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Security and Semantic Web Services,2003-10-23T09:15:00,2003-10-23T10:45:00,,America/New_York,"Sanibel Room, Captiva Room",,Session Chair,Ling Liu,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-27,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Coffee break,2003-10-23T10:45:00,2003-10-23T11:15:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-8a,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,"Security, Trust and Privacy",2003-10-23T11:15:00,2003-10-23T12:45:00,,America/New_York,"Sanibel Room, Captiva Room",,Session Chair,Grit Denker,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-8b,http://data.semanticweb.org/conference/iswc/2003/track/main,,http://data.semanticweb.org/ns/swc/ontology#SessionEvent,Tools and Methodologies,2003-10-23T11:15:00,2003-10-23T12:45:00,,America/New_York,Sundial Room,,Session Chair,Harold Boley,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-28,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Lunch,2003-10-23T12:15:00,2003-10-23T14:15:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/event-29,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#SpecialEvent,Remarks,2003-10-23T14:15:00,2003-10-23T14:30:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/talk/invited-3,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#InvitedTalkEvent,Semantic Web: Where to direct our energy? (Invited talk),2003-10-23T14:30:00,2003-10-23T15:30:00,,America/New_York,Sundial Room,,Session Chair,Dieter Fensel,Speaker,Tim Berners-Lee,,,"As a powerful melding of WWW and KR and related technologies, the semantic web is such a wide, all-encompassing notion that it is not obvious to its proponents where to direct their energy. Which parts of the roadmap will need encouragement, which will be eagerly funded and developed anyway? Which need more research, and which just need standards work to become ubiquitous? Are there areas which could come off the rails and derail the whole design if we get them wrong? In this talk, I will present choices that face researchers and practitioners and discuss a conceptual roadmap of the most exciting and useful prospects.",https://files.ifi.uzh.ch/ddis/iswc_archive/iswc/ab/2003/iswc2003.semanticweb.org/invitedtalks.html,,,
http://data.semanticweb.org/conference/iswc/2003/event-30,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#BreakEvent,Coffee break,2003-10-23T15:30:00,2003-10-23T16:00:00,,America/New_York,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/panel-knowledge,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#PanelEvent,Panel Discussion on Knowledge Acquisition Projects in conjunction with K-CAP 2003,2003-10-23T16:00:00,2003-10-23T17:30:00,,America/New_York,,,,,,,,,,,,,
