person_uri,name,other_names,first_name,last_name,email,organization,country,homepage,bio,domain,depiction,homepage_organization,role_event,role_type,role_label,source,EOL
,Natasha Noy ,,,,,Google,US,http://www.stanford.edu/~natalya/,,,,,[ME],swc:Chair,Doctoral Consortium Chair,http://iswc2014.semanticweb.org/organization,EOL
,Paul Groth ,,,,,VU University Amsterdam,The Netherlands,http://www.few.vu.nl/~pgroth/Site/Welcome.html,,,,,[ME],swc:Chair,Doctoral Consortium Chair,http://iswc2014.semanticweb.org/organization,EOL
,Johanna Völker ,,,,,University of Mannheim,Germany,http://dws.informatik.uni-mannheim.de/en/people/researchers/dr-johanna-voelker/,,,,,[ME],swc:Chair,Workshops and Tutorials Chair,http://iswc2014.semanticweb.org/organization,EOL
,Lora Aroyo ,,,,,VU University Amsterdam,The Netherlands,http://www.cs.vu.nl/~laroyo/,,,,,[ME],swc:Chair,Workshops and Tutorials Chair,http://iswc2014.semanticweb.org/organization,EOL
,Andreas Harth ,,,,,Karlsruhe Institute of Technology,Germany,http://harth.org/andreas/,,,,,[ME],swc:Chair,Semantic Web Challenge Chair,http://iswc2014.semanticweb.org/organization,EOL
, Sean Bechhofer ,,,,,University of Manchester,UK,http://staff.cs.manchester.ac.uk/~seanb,,,,,[ME],swc:Chair,Semantic Web Challenge Chair,http://iswc2014.semanticweb.org/organization,EOL
,Jens Lehmann ,,,,,University of Leipzig ,Germany,http://jens-lehmann.org/,,,,,[ME],swc:Chair,Sponsorship Chair,http://iswc2014.semanticweb.org/organization,EOL
,Roberta Cuel ,,,,,University of Trento,Italy,http://fandango.cs.unitn.it/~rcuel/,,,,,[ME],swc:Chair,Sponsorship Chair,http://iswc2014.semanticweb.org/organization,EOL
,Vincenzo Maltese ,,,,,University of Trento,Italy,http://disi.unitn.it/~maltese/,,,,,[ME],swc:Chair,Sponsorship Chair,http://iswc2014.semanticweb.org/organization,EOL
,Mauro Dragoni ,,,,,Fondazione Bruno Kessler ,Italy,https://shell.fbk.eu/index.php/Mauro_Dragoni,,,,,[ME],swc:Chair,Publicity Chair,http://iswc2014.semanticweb.org/organization,EOL
,Krzysztof Janowicz,,,,,"University of California, Santa Barbara",USA,http://geog.ucsb.edu/~jano/,,,,,[ME],swc:Chair,Proceedings Chair,http://iswc2014.semanticweb.org/organization,EOL
,Li Ding,,,,,Memect,USA,http://liding.org/,,,,,[ME],swc:Chair,Metadata Chair,http://iswc2014.semanticweb.org/organization,EOL
,Jie Bao,,,,,Memect,USA,http://www.baojie.org/,,,,,[ME],swc:Chair,Metadata Chair,http://iswc2014.semanticweb.org/organization,EOL
,Oscar Corcho ,,,,,Universidad Polit ́ecnica de Madrid,Spain,http://www.oeg-upm.net/index.php/es/teachers/11-ocorcho,,,,,[ME],swc:Chair,Student Coordinator,http://iswc2014.semanticweb.org/organization,EOL
,Miriam Fernandez ,,,,,"KMi, The Open University",UK,http://kmi.open.ac.uk/people/member/miriam-fernandez,,,,,[ME],swc:Chair,Student Coordinator,http://iswc2014.semanticweb.org/organization,EOL
,Gaetano Calabrese ,,,,,Fondazione Bruno Kessler,Italy,https://dkm.fbk.eu/people/profile/calabrese,,,,,[ME],swc:Chair,Webmaster,http://iswc2014.semanticweb.org/organization,EOL
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Harith Alani,,,,,The Open University,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Lora Aroyo,,,,,VU University Amsterdam,The Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Sören Auer,,,,,Bonn Universität,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Philipp Cimiano,,,,,Bielefeld University,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Oscar Corcho,,,,,Universidad Politécnica de Madrid,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Philippe Cudré-Mauroux,,,,,University of Fribourg,Switzerland,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Claudio Gutierrez,,,,,Chile University,Chile,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Jeff Heflin,,,,,Lehigh University,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Ian Horrocks,,,,,University of Oxford,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Lalana Kagal,,,,,MIT,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,David Karger,,,,,MIT,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Spyros Kotoulas,,,,,IBM Research,Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Diana Maynard,,,,,University of Sheffield,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Natasha Noy,,,,,Google,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Jeff Pan,,,,,University of Aberdeen,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Terry Payne,,,,,University of Liverpool,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Marta Sabou,,,,,MODUL University Vienna,Austria,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Uli Sattler,,,,,University of Manchester,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Steffen Staab,,,,,University of Koblenz-Landau,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Hideaki Takeda,,,,,National Institute of Informatics,Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,Senior PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Karl Aberer,,,,,EPFL,Switzerland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Sudhir Agarwal,,,,,Stanford University,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Faisal Alkhateeb,,,,,Yarmouk University,Jordan,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Pramod Anantharam,,,,,"Kno.e.sis Center, Wright State University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Sofia Angeletou,,,,,British Broadcasting Corporation,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Kemafor Anyanwu,,,,,North Carolina State University,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Marcelo Arenas,,,,,Pontifical Catholic University of Chile,Chile,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Manuel Atencia,,,,,INRIA & Université de Grenoble 1,France,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Medha Atre,,,,,University of Pennsylvania,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Isabelle Augenstein,,,,,University of Sheffield,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Nathalie Aussenac-Gilles,,,,,IRIT Toulouse,France,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Jie Bao,,,,,Memect,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Payam Barnaghi,,,,,University of Surrey,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Sean Bechhofer,,,,,University of Manchester,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Klaus Berberich,,,,,Max Planck Institute for Informatics,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Christian Bizer,,,,,University of Mannheim,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Roi Blanco,,,,,Yahoo! Research,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Eva Blomqvist,,,,,Linköping University,Sweden,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Kalina Bontcheva,,,,,University of Sheffield,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Paolo Bouquet,,,,,University of Trento,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Loris Bozzato,,,,,Fondazione Bruno Kessler,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,John Breslin,,,,,"National University of Ireland, Galway",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Christopher Brewster,,,,,"Aston Business School, Aston University, Birmingham",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Paul Buitelaar,,,,,"National University of Ireland, Galway",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Gregoire Burel,,,,,The Open University,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Andrea Calì,,,,,University of London,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Diego Calvanese,,,,,Free University of Bozen-Bolzano,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Amparo E. Cano,,,,,"Knowledge Media Institute, The Open University",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Iván Cantador,,,,,Universidad Autónoma de Madrid,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Soumen Chakrabarti,,,,,IIT Bombay,India,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Pierre-Antoine Champin,,,,,University of Lyon,France,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Gong Cheng,,,,,Nanjing University,China,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Key-Sun Choi,,,,,"College of Information Science & Technology,KAIST",Korea,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Smitashree Choudhury,,,,,"KMI, The Open University",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Michael Compton,,,,,CSIRO,Australia,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Isabel Cruz,,,,,University of Illinois at Chicago,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Bernardo Cuenca Grau,,,,,University of Oxford,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Claudia D'Amato,,,,,University of Bari,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Mathieu D'Aquin,,,,,"Knowledge Media Institute, The Open University",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Danica Damljanovic,,,,,"RecordSure, London",United Kingdom,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Stefan Decker,,,,,"National University of Ireland, Galway",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Stefan Dietze,,,,,"L3S Research Center, Leibniz University",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,John Domingue,,,,,"Knowledge Media Institute, The Open University",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Jérôme Euzenat,,,,,INRIA & LIG,France,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Lujun Fang,,,,,Google,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Nicola Fanizzi,,,,,University of Bari,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Anna Fensel,,,,,"Semantic Technology Institute (STI) Innsbruck, University of Innsbruck",Austria,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Miriam Fernandez,,,,,Knowledge Media Institute,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Lorenz Fischer,,,,,University of Zurich,Switzerland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Achille Fokoue,,,,,IBM Research,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Enrico Franconi,,,,,Free University of Bozen-Bolzano,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Fabien Gandon,,,,,INRIA,France,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Aldo Gangemi,,,,,Université Paris 13 & CNR-ISTC,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Raúl García-Castro,Alasdair Gray,,,,Universidad Politecnica de Madrid,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Anna Lisa Gentile,,,,,University of Sheffield,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Yolanda Gil,,,,,USC Information Sciences Institute,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Birte Glimm,,,,,Universität Ulm,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Jose Manuel Gomez-Perez,,,,,Intelligent Software Components (iSOCO) S.A.,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Olaf Görlitz,,,,,Recommind,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Alasdair Gray,,,,,Heriot-Watt University,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Tudor Groza,,,,,"School of ITEE, The University of Queensland",Australia,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Michael Gruninger,,,,,University of Toronto,Canada,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Christophe Guéret,,,,,Data Archiving and Networked Services (DANS),The Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Giancarlo Guizzardi,,,,,Ontology and Conceptual Modeling Research Group (NEMO)/Federal University of Espirito Santo (UFES),Brazil,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Peter Haase,,,,,fluid Operations,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Armin Haller,,,,,CSIRO Computational Informatics,Australia,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Harry Halpin,,,,,World Wide Web Consortium,France,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Siegfried Handschuh,,,,,"National University of Ireland, Galway",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Lynda Hardman,,,,,Centrum Wiskunde & Informatica (CWI),The Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Manfred Hauswirth,,,,,"National University of Ireland, Galway",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Sandro Hawke,,,,,W3C; MIT,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Tom Heath,,,,,Open Data Institute,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Cory Henson,,,,,Bosch Research and Technology Center,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Martin Hepp,,,,,Universität der Bundeswehr München,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Pascal Hitzler,,,,,Wright State University,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Rinke Hoekstra,,,,,University of Amsterdam/Vrije Universiteit Amsterdam,The Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Aidan Hogan,,,,,DCC,Universidad de Chile,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Matthew Horridge,Jason J. Jung,,,,Stanford University,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Andreas Hotho,,,,,University of Wuerzburg,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Geert-Jan Houben,,,,,TU Delft,The Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Wei Hu,,,,,Nanjing University,China,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Bo Hu,,,,,Fujitsu Laboratories of Europe,UK,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Eero Hyvönen,,,,,Aalto University ; University of Helsinki,Finland,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Krzysztof Janowicz,,,,,"University of California, Santa Barbara",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
,Mustafa Jarrar,,,,,Birzeit University,Palestine,,,,,,[ME],swc:ProgrammeCommitteeMember,PC Member at ISWC2014 (Research Track),http://iswc2014.semanticweb.org/program-committee-research-track,EOL
