person_uri,name,other_names,first_name,last_name,email,organization,country,homepage,bio,domain,depiction,homepage_organization,role_event,role_type,role_label,source,EOL
,"Alon Halevy",,,,,"University of Washington",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Ian Horrocks",,,,,"University of Manchester",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Toru Ishida",,,,,"Kyoto University",Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Boris Katz",,,,,MIT,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Craig Knoblock",,,,,"University of Southern California",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Nick Kushmerick",,,,,"University of Dublin",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Deborah McGuinness",,,,,"Stanford University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"John Mylopoulos",,,,,"University of Toronto",Canada,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Wolfgang Nejdl",,,,,"University of Hannover",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Zbigniew Ras",,,,,"University of North Carolina",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Michel Scholl",,,,,CNAM,France,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Guus Schreiber",,,,,"Vrije University","The Netherlands",,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Rudi Studer",,,,,"University of Karlsruhe",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Katia Sycara",,,,,"Carnegie Mellon University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Hideaki Takeda",,,,,"National Institute for Informatics",Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"Senior PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,,,,,,,,,,,,,,,,,
,"Karl Aberer",,,,,EPFL,Switzerland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Bernd Amann",,,,,CNAM-Paris,France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Jose Luis Ambite",,,,,ISI,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Grigoris Antoniou",,,,,"ICS FORTH",Greece,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Jean Francois Baget",,,,,"INRIA Alpes",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Sean Bechhofer",,,,,"University of Manchester",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Zohra Bellahsene",,,,,"Universite Montpellier II",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Abraham Bernstein",,,,,"University of Zurich",Switzerland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Kalina Bontcheva",,,,,"Univ. Sheffield",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Paolo Bouquet",,,,,"University of Trento",Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Jeffrey M. Bradshaw",,,,,"Institute for Human and Machine Cognition",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Francois Bry",,,,,"Institute for Informatics, University of Munich",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mark Burstein",,,,,BBN,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Diego Calvanese",,,,,"Free Univ. of Bolzano",Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Pierre-Antoine Champin",,,,,"Univ. Lyon",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Vinay Chaudhri",,,,,SRI,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Gregory Cobena",,,,,Xyleme,France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Nigel Collier",,,,,NII,Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Oscar Corcho",,,,,ISOCO,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Isabel Cruz",,,,,"University of Illinois, Chicago",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Hasan Davulcu",,,,,"Arizona State University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mike Dean",,,,,BBN,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Stefan Decker",,,,,DERI,Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Thierry Declerck",,,,,DFKI,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Grit Denker",,,,,SRI,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Ian Dickinson",,,,,"Hewlett Packard",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Ying Ding",,,,,"Univ. Innsbruck",Austria,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"An Hai Doan",,,,,UIUC,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"John Domingue",,,,,"Open University",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Andreas Eberhart",,,,,"Univ. Karlsruhe",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Boi Faltings",,,,,EPFL,Switzerland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Richard Fikes",,,,,"Stanford University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Dana Florescu",,,,,BEA,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Aldo Gangemi",,,,,CNR,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Yolanda Gil",,,,,ISI,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Fausto Giounchiglia",,,,,"Univ. Trento",Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Asun Gomez-Perez",,,,,UPM,Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Marko Grobelnik",,,,,IJS,Slovenia,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Michael Gruninger",,,,,NIST,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Nicola Guarino",,,,,CNR,Italy,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"R Guha",,,,,IBM,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mohand Said Hacid",,,,,"University Lyon 1, LIRIS-CNRS",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Wendy Hall",,,,,"University of Southampton",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Jeff Heflin",,,,,"Lehigh University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Masahiro Hori",,,,,"Kansai Univ.",Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Herman ter Horst",,,,,"Philips Research",Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Michael Huhns",,,,,"University of South Carolina",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Rick Hull",,,,,"Bell Labs",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Jane Hunter",,,,,"University of Queensland",Australia,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Zack Ives",,,,,"University of Pennsylvania",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Anupam Joshi",,,,,UMBC,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Subbarao Kambhampati",,,,,"Arizona State University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Roger (Buzz) King",,,,,"University of Colorado",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"David Kinny",,,,,"Agentis Software",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Atanas Kiryakov",,,,,SIRMA,Bulgaria,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Yasuhiko Kitamura",,,,,"Kwansei Gakuin University",Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Matthias Klusch",,,,,DFKI,Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Manolis Koubarakis",,,,,"Technical University of Crete",Greece,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Yannis Labrou",,,,,Fujitsu,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Ora Lassila",,,,,"Nokia Research",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Thibaud Latour",,,,,"CRP Henri Tudor",Luxembourg,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Georg Lausen",,,,,"Univ. Freiburg",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Chen Li",,,,,"University of California, Irvine",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Robert MacGregor",,,,,ISI,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"David Martin",,,,,SRI,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mihhail Matskin",,,,,KTH,Sweden,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Masaki Matsudaira",,,,,OKI,Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Diana Maynard",,,,,"Univ. Sheffield",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Brian McBride",,,,,"Hewlett Packard",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Frank McCabe",,,,,Fujitsu,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Drew McDermott",,,,,"Yale University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Lucas McDowell",,,,,"Univ. Washington",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Sergey Melnik",,,,,"Microsoft Research",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Pavlos Moraitis",,,,,"University of Cyprus",Cyprus,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mark Musen",,,,,"Stanford Univ.",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Tim Oates",,,,,"University of Maryland, Baltimore County",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Massimo Paolucci",,,,,CMU,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Bijan Parsia",,,,,"University of Maryland",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Peter Patel-Schneider",,,,,"Bell Labs",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Terry Payne",,,,,"University of Southampton",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Paulo Pinheiro da Silva",,,,,"Stanford University",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Alan Rector",,,,,"University of Manchester",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Chantal Reynaud",,,,,"Univ. Orsay - LRI",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mark Roantree",,,,,"Dublin City University",Ireland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Marie-Christine Rousset",,,,,"Univ. Orsay",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Henryk Rybinski",,,,,"Warsaw University of Technology",Poland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Norman Sadeh",,,,,CMU,USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Fereidoon Sadri",,,,,"University of North Carolina",Greensboro,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Ulrike Sattler",,,,,"University of Manchester",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Nigel Shadbolt",,,,,"University of Southampton",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Wolf Siberski",,,,,"Learning Lab, Univ. Hannover",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Michael Sintek",,,,,"DFKI GmbH",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Andrzej Skowron",,,,,"Instituite of Mathematics Warsaw University",Poland,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Steffen Staab",,,,,"Univ. Karlsruhe & Ontoprise GmbH",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Lynn Andrea Stein",,,,,"Olin College",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Heiner Stuckenschmidt",,,,,"Vrije University",Netherlands,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Gerd Stumme",,,,,"University of Kassel",Germany,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Said Tabet",,,,,"Nisus Inc.",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Val Tannen",,,,,"University of Pennsylvania",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Yannis Tzitzikas",,,,,"University of Namur",Belgium,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Andrzej Uszok",,,,,"Institute for Human and Machine Cognition",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Dan Vodislav",,,,,CNAM,France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Christopher Welty",,,,,"IBM Watson Research Center",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Kevin Wilkinson",,,,,"HP Labs",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Steve Willmott",,,,,"Universitat Politecnica de Catalunya",Spain,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Michael Wooldridge",,,,,"Univ. Liverpool",UK,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Guizhen Yang",,,,,"SUNY - Buffalo",USA,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Yiyu Yao",,,,,"University of Regina",Canada,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Ning Zhong",,,,,"Maebashi Institute of Technology",Japan,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Djamel Zighed",,,,,"Univ. Lyon",France,,,,,,[ME],swc:ProgrammeCommitteeMember,"PC member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,,,,,,,,,,,,,,,,,
,"Riichiro Mizoguchi",,,,,"Osaka University (LOC Chair)",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Jun-ichi Akahani",,,,,"NTT Communication Science Laboratories",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Kazuo Asakawa",,,,,"Information Technology Media Laboratories, Fujitsu Laboratories",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Nigel Collier",,,,,"National Institute of Informatics",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Kiyoshi Hara",,,,,"Nihon Unisys Software",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Koiti Hasida",,,,,"National Institute of Advanced Industrial Science and Technology",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Tsukasa Hirashima",,,,,"Hiroshima University",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Masahiro Hori",,,,,"Kansai University",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
,"Mitsuru Ikeda",,,,,"Japan Advanced Institute of Science and Technology",Japan,,,,,,[ME],swc:LocalOrganizer,"Local Organizing Committee Member",http://iswc2004.semanticweb.org/committee/index.php,EOL
